Day,Month,Year,Venue,City,Country,Tour
8,Nov,2011,Palace of Sport,Kiev,Ukraine,Greatest Hits Tour
14,Nov,2011,Crocus City Hall,Moscow,Russia,Greatest Hits Tour
20,Nov,2011,Indoor Stadium,Kallang,Singapore,Greatest Hits Tour
22,Nov,2011,Arena of Stars,Pahang,Malaysia,Greatest Hits Tour
25,Nov,2011,Forsyth Barr Stadium,Dunedin,New Zealand,Greatest Hits Tour
26,Nov,2011,Star City Lyric Theatre,Sydney,Australia,Greatest Hits Tour
27,Nov,2011,Star City Lyric Theatre,Sydney,Australia,Greatest Hits Tour
30,Nov,2011,Entertainment Centre,Brisbane,Australia,Greatest Hits Tour
3,Dec,2011,Hope Estate Winery,Pokolbin,Australia,Greatest Hits Tour
4,Dec,2011,Hope Estate Winery,Pokolbin,Australia,Greatest Hits Tour
6,Dec,2011,Rod Laver Arena,Melbourne,Australia,Greatest Hits Tour
7,Dec,2011,Rod Laver Arena,Melbourne,Australia,Greatest Hits Tour
9,Dec,2011,Coopers Stadium,Adelaide,Australia,Greatest Hits Tour
11,Dec,2011,Burswood Dome,Perth,Australia,Greatest Hits Tour
6,Jan,2012,Blaisdell Arena,Honolulu,United States of America,Greatest Hits Tour
7,Jan,2012,Blaisdell Arena,Honolulu,United States of America,Greatest Hits Tour
1,Feb,2012,Estadio Nacional,Lima,Peru,Greatest Hits Tour
3,Feb,2012,Ricardo Saprissa Stadium,Tibas,Costa Rica,Greatest Hits Tour
4,Feb,2012,Figali Convention Center,Panama City,Panama,Greatest Hits Tour
5,Feb,2012,Simon Bolivar University,Caracas,Venezuela,Greatest Hits Tour
9,Feb,2012,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
10,Feb,2012,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
11,Feb,2012,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
14,Feb,2012,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
16,Feb,2012,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
17,Feb,2012,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
18,Feb,2012,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
24,Feb,2012,Estadio Omnilife,Jalisco,Mexico,Greatest Hits Tour
2,Mar,2012,National Auditorium,Mexico City,Mexico,Greatest Hits Tour
3,Mar,2012,National Auditorium,Mexico City,Mexico,Greatest Hits Tour
6,Mar,2012,James Brown Arena,Augusta,United States of America,Greatest Hits Tour
7,Mar,2012,North Charleston Coliseum,North Charleston,United States of America,Greatest Hits Tour
9,Mar,2012,BankAtlantic Center,Sunrise,United States of America,Greatest Hits Tour
10,Mar,2012,Amway Center,Orlando,United States of America,Greatest Hits Tour
13,Mar,2012,Germain Arena,Estero,United States of America,Greatest Hits Tour
15,Mar,2012,Roanoke Civic Center,Roanoke,United States of America,Greatest Hits Tour
16,Mar,2012,RBC Center,Raleigh,United States of America,Greatest Hits Tour
17,Mar,2012,Richmond Coliseum,Richmond,United States of America,Greatest Hits Tour
20,Mar,2012,Ford Center,Evansville,United States of America,Greatest Hits Tour
21,Mar,2012,Wings Stadium,Kalamazoo,United States of America,Greatest Hits Tour
22,Mar,2012,Alliant Energy Center,Madison,United States of America,Greatest Hits Tour
24,Mar,2012,Ralph Engelstad Arena,Grand Forks,United States of America,Greatest Hits Tour
29,Mar,2012,Yas Bay Arena,Dubai,United Arab Emirates,2012 Tour
31,Mar,2012,Skarphallen,Tromsø,Norway,2012 Tour
3,Apr,2012,Carnegie Hall,New York,United States of America,Rainforest Foundation
13,Apr,2012,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
14,Apr,2012,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
15,Apr,2012,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
18,Apr,2012,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
19,Apr,2012,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
21,Apr,2012,Allen County War Memorial Coliseum,Fort Wayne,United States of America,Greatest Hits Tour
22,Apr,2012,Verizon Wireless Center,Mankato,United States of America,Greatest Hits Tour
24,Apr,2012,ENMAX Centre,Lethbridge,Canada,Greatest Hits Tour
25,Apr,2012,ENMAX Centrium,Red Deer,Canada,Greatest Hits Tour
26,Apr,2012,Crystal Centre,Grand Prairie,Canada,Greatest Hits Tour
4,May,2012,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
5,May,2012,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
6,May,2012,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
9,May,2012,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
10,May,2012,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
11,May,2012,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
12,May,2012,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
17,May,2012,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
18,May,2012,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
19,May,2012,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
20,May,2012,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
1,Jun,2012,Openair am Dillfeld,Wetzlar,Germany,Greatest Hits Tour
3,Jun,2012,County Cricket Club,Taunton,United Kingdom,Greatest Hits Tour
4,Jun,2012,Buckingham Palace,London,United Kingdom,Diamond Jubilee concert
5,Jun,2012,Great Yorkshire Showground,Harrogate,United Kingdom,Greatest Hits Tour
7,Jun,2012,Odyssey Arena,Belfast,Ireland,Greatest Hits Tour
9,Jun,2012,B2Net Stadium,Derbyshire,United Kingdom,Greatest Hits Tour
10,Jun,2012,Falkirk Stadium,Falkirk,United Kingdom,Greatest Hits Tour
13,Jun,2012,Metro Radio Arena,Newcastle,United Kingdom,Greatest Hits Tour
15,Jun,2012,LG Arena,Birmingham,United Kingdom,Greatest Hits Tour
16,Jun,2012,Tower Festival Headland,Blackpool,United Kingdom,Greatest Hits Tour
19,Jun,2012,Hotel Du Cap-Eden-Roc,Antibes,France,Clear Channel Private Party
22,Jun,2012,Palais Nikaia,Nice,France,Greatest Hits Tour
24,Jun,2012,Halle Tony Garnier,Lyon,France,Greatest Hits Tour
29,Jun,2012,Schlossgarten,Ludwigslust,Germany,Greatest Hits Tour
30,Jun,2012,Independence Square,Kiev,Ukraine,Anti-AIDS Charity Concert
2,Jul,2012,Rocktronic Sunset Strip,Ibiza,Spain,Ibiza 123 Festival
3,Jul,2012,König Pilsener Arena,Oberhausen,Germany,Greatest Hits Tour
4,Jul,2012,Augustenborg Slotspark,Augustenborg,Denmark,Greatest Hits Tour
7,Jul,2012,Atlas Arena,Lodz,Poland,Greatest Hits Tour
10,Jul,2012,Ondrej Nepela Arena,Bratislava,Slovakia,Greatest Hits Tour
12,Jul,2012,Piazza Grande,Locarno,Switzerland,Greatest Hits Tour
13,Jul,2012,Dolder Eisbahn,Zurich,Switzerland,Greatest Hits Tour
14,Jul,2012,Residenzplatz,Würzburg,Germany,Greatest Hits Tour
18,Jul,2012,Castle Tuessling,Tuessling,Germany,Greatest Hits Tour
20,Jul,2012,Münsterplatz,Ulm,Germany,Greatest Hits Tour
21,Jul,2012,Arena of Nîmes,Nîmes,France,Greatest Hits Tour
7,Sep,2012,RBC Centre,Sarnia,Canada,Greatest Hits Tour
9,Sep,2012,Sony Centre for the Performing Arts,Toronto,Canada,Fashion Cares
11,Sep,2012,Mississippi Coliseum,Jackson,United States of America,Greatest Hits Tour
12,Sep,2012,Von Braun Center,Huntsville,United States of America,Greatest Hits Tour
14,Sep,2012,USF Sun Dome,Tampa,United States of America,Greatest Hits Tour
15,Sep,2012,Civic Center,Savannah,United States of America,Greatest Hits Tour
16,Sep,2012,Freedom Hall Civic Center,Johnson City,United States of America,Greatest Hits Tour
18,Sep,2012,WesBanco Arena,Wheeling,United States of America,Greatest Hits Tour
19,Sep,2012,Memorial Centre,Peterborough,Canada,Greatest Hits Tour
21,Sep,2012,Wembley Arena,London,United Kingdom,Peace One Day concert
10,Oct,2012,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
11,Oct,2012,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
12,Oct,2012,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
13,Oct,2012,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
18,Oct,2012,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
19,Oct,2012,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
20,Oct,2012,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
21,Oct,2012,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
26,Oct,2012,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
27,Oct,2012,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
28,Oct,2012,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
10,Nov,2012,Perth Arena,Perth,Australia,Rocket Man 40th Anniversary
12,Nov,2012,Perth Arena,Perth,Australia,Rocket Man 40th Anniversary
14,Nov,2012,Canberra Stadium,Canberra,Australia,Rocket Man 40th Anniversary
15,Nov,2012,Sydney Entertainment Centre,Sydney,Australia,Rocket Man 40th Anniversary
16,Nov,2012,Sydney Entertainment Centre,Sydney,Australia,Solo with Pnau
17,Nov,2012,Mata Elang International Stadium,Jakarta,Indonesia,Rocket Man 40th Anniversary
18,Nov,2012,Rod Laver Arena,Melbourne,Australia,Rocket Man 40th Anniversary
20,Nov,2012,Silverdome,Launceston,Australia,Rocket Man 40th Anniversary
23,Nov,2012,Mercedes-Benz Arena,Shanghai,China,Rocket Man 40th Anniversary
25,Nov,2012,Mastercard Center,Beijing,China,Rocket Man 40th Anniversary
27,Nov,2012,Olympic Gymnastics Arena,Seoul,South Korea,Rocket Man 40th Anniversary
29,Nov,2012,Arena of Stars,Pahang,Malaysia,Rocket Man 40th Anniversary
4,Dec,2012,Exhibition Centre,Hong Kong,China,Rocket Man 40th Anniversary
6,Dec,2012,International Sports Arena,Guangzhou,China,Rocket Man 40th Anniversary
8,Dec,2012,Smart Araneta Coliseum,Manila,Philippines,Rocket Man 40th Anniversary
10,Dec,2012,Nangang Exhibition Hall,Taipei,Taiwan,Rocket Man 40th Anniversary
13,Dec,2012,Impact Arena,Bangkok,Thailand,Rocket Man 40th Anniversary
25,Jan,2013,Hyperion Theater,Anaheim,United States of America,Yamaha Anniversary Concert
27,Feb,2013,Jockey Club,Sao Paulo,Brazil,Rocket Man 40th Anniversary
28,Feb,2013,Quinta Vergara Amphitheater,Viña del Mar,Chile,Rocket Man 40th Anniversary
2,Mar,2013,Vélez Sarsfield Stadium,Buenos Aires,Argentina,Rocket Man 40th Anniversary
4,Mar,2013,Parque Central,Montevideo,Uruguay,Rocket Man 40th Anniversary
5,Mar,2013,Estadio Zequinha,Porto Alegre,Brazil,Rocket Man 40th Anniversary
6,Mar,2013,Yacht y Golf Club Paraguayo,Asuncion,Paraguay,Rocket Man 40th Anniversary
8,Mar,2013,CICB,Brasilia,Brazil,Rocket Man 40th Anniversary
9,Mar,2013,Mineirao,Belo Horizonte,Brazil,Rocket Man 40th Anniversary
10,Mar,2013,Chevrolet Hall,Olinda,Brazil,Rocket Man 40th Anniversary
16,Mar,2013,FedExForum,Memphis,United States of America,Rocket Man 40th Anniversary
20,Mar,2013,Centreplex,Macon,United States of America,Rocket Man 40th Anniversary
22,Mar,2013,Garrett Coliseum,Montgomery,United States of America,Rocket Man 40th Anniversary
23,Mar,2013,McKenzie Arena,Chattanooga,United States of America,Rocket Man 40th Anniversary
28,Mar,2013,Toyota Center,Houston,United States of America,Rocket Man 40th Anniversary
29,Mar,2013,River Center,Baton Rouge,United States of America,Rocket Man 40th Anniversary
30,Mar,2013,Mississippi Coast Coliseum,Biloxi,United States of America,Rocket Man 40th Anniversary
3,Apr,2013,Nutter Center,Dayton,United States of America,Rocket Man 40th Anniversary
5,Apr,2013,Bridgestone Arena,Nashville,United States of America,Rocket Man 40th Anniversary
6,Apr,2013,Lawrence Joel Veterans Memorial Coliseum,Winston-Salem,United States of America,Rocket Man 40th Anniversary
20,Apr,2013,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
21,Apr,2013,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
23,Apr,2013,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
24,Apr,2013,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
27,Apr,2013,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
30,Apr,2013,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
1,May,2013,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
3,May,2013,Hyatt Regency Century Plaza,Los Angeles,United States of America,Race to Erase MS Gala
4,May,2013,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
5,May,2013,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
8,May,2013,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
9,May,2013,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
10,May,2013,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
11,May,2013,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
13,May,2013,Jacob Javits Convention Center,New York,United States of America,Robin Hood Foundation Gala
4,Jun,2013,Bud Walton Arena,Fayetteville,United States of America,Walmart Associates Concert
17,Jun,2013,Pantschau,Murten,Switzerland,Rocket Man 40th Anniversary
18,Jun,2013,Stadthalle,Vienna,Austria,Rocket Man 40th Anniversary
19,Jun,2013,Salzburgarena,Salzburg,Austria,Rocket Man 40th Anniversary
21,Jun,2013,Zénith de Caen,Caen,France,Rocket Man 40th Anniversary
22,Jun,2013,Resenlund Park,Skive,Denmark,Rocket Man 40th Anniversary
23,Jun,2013,Live at the Marquee,Cork,Ireland,Rocket Man 40th Anniversary
29,Jun,2013,Tallinn Song Festival Grounds,Tallinn,Estonia,Rocket Man 40th Anniversary
3,Jul,2013,Théâtre de Verdure,Saint-Malô-du-Bois,France,Rocket Man 40th Anniversary
2,Sep,2013,Palladium,London,United Kingdom,Brit Icon Awards
4,Sep,2013,Leeds Arena,Leeds,United Kingdom,Rocket Man 40th Anniversary
5,Sep,2013,Waldbühne,Berlin,Germany,Rocket Man 40th Anniversary
7,Sep,2013,Domplatz,Magdeburg,Germany,Rocket Man 40th Anniversary
8,Sep,2013,Robin Hill Country Park,Newport,United Kingdom,Rocket Man 40th Anniversary
12,Sep,2013,Roundhouse,London,United Kingdom,iTunes Festival
16,Sep,2013,USC Bovard Auditorium,Los Angeles,United States of America,private performance
18,Sep,2013,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
19,Sep,2013,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
20,Sep,2013,MGM Grand Garden Arena,Las Vegas,United States of America,IHeartRadio Music Festival
21,Sep,2013,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
24,Sep,2013,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
25,Sep,2013,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
27,Sep,2013,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
28,Sep,2013,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
1,Oct,2013,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
2,Oct,2013,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
5,Oct,2013,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
6,Oct,2013,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
9,Oct,2013,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
10,Oct,2013,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
12,Oct,2013,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
17,Oct,2013,Moody Theater,Austin,United States of America,Andy Roddick Foundation
8,Nov,2013,Webster Bank Arena,Bridgeport,United States of America,The Diving Board
9,Nov,2013,Dunkin Donuts Center,Providence,United States of America,The Diving Board
12,Nov,2013,TD Garden,Boston,United States of America,The Diving Board
14,Nov,2013,Verizon Center,Washington,United States of America,The Diving Board
16,Nov,2013,Philips Arena,Atlanta,United States of America,The Diving Board
18,Nov,2013,Erie Insurance Arena,Erie,United States of America,The Diving Board
20,Nov,2013,Nationwide Arena,Columbus,United States of America,The Diving Board
22,Nov,2013,Xcel Energy Center,St. Paul,United States of America,The Diving Board
23,Nov,2013,Pinnacle Bank Arena,Lincoln,United States of America,The Diving Board
24,Nov,2013,Chaifetz Arena,St. Louis,United States of America,The Diving Board
27,Nov,2013,Wells Fargo Center,Philadelphia,United States of America,The Diving Board
29,Nov,2013,Joe Louis Arena,Detroit,United States of America,The Diving Board
30,Nov,2013,Allstate Arena,Rosemont,United States of America,The Diving Board
3,Dec,2013,Madison Square Garden,New York,United States of America,The Diving Board
4,Dec,2013,Madison Square Garden,New York,United States of America,The Diving Board
6,Dec,2013,Crocus City Hall,Moscow,Russia,The Diving Board
7,Dec,2013,Tatneft Arena,Kazan,Russia,The Diving Board
9,Dec,2013,The Olympia,Paris,France,The Diving Board
10,Dec,2013,The Olympia,Paris,France,The Diving Board
11,Dec,2013,The Olympia,Paris,France,The Diving Board
13,Dec,2013,Friends Arena,Stockholm,Sweden,The Diving Board
14,Dec,2013,Spektrum,Oslo,Norway,The Diving Board
16,Dec,2013,Palais 12,Brussels,Belgium,The Diving Board
18,Dec,2013,O2 Arena,Prague,Czech Republic,The Diving Board
19,Dec,2013,Žalgiris Arena,Kaunas,Lithuania,The Diving Board
1,Feb,2014,Covelli Centre,Youngstown,United States of America,Follow The Yellow Brick Road
3,Feb,2014,Budweiser Gardens,London,Canada,Follow The Yellow Brick Road
5,Feb,2014,Bell Centre,Montreal,Canada,Follow The Yellow Brick Road
6,Feb,2014,Air Canada Centre,Toronto,Canada,Follow The Yellow Brick Road
8,Feb,2014,Copps Coliseum,Hamilton,Canada,Follow The Yellow Brick Road
12,Feb,2014,General Motors Centre,Oshawa,Canada,Follow The Yellow Brick Road
13,Feb,2014,Canadian Tire Centre,Ottawa,Canada,Follow The Yellow Brick Road
15,Feb,2014,Arena Plaza San Francisco,Quito,Ecuador,Follow The Yellow Brick Road
19,Feb,2014,HSBC Arena,Rio de Janeiro,Brazil,Follow The Yellow Brick Road
21,Feb,2014,Estádio Serra Dourada,Goiânia,Brazil,Follow The Yellow Brick Road
22,Feb,2014,Itaipava Fonte Nova Arena,Salvador,Brazil,Follow The Yellow Brick Road
26,Feb,2014,Arena Castelao,Fortaleza,Brazil,Follow The Yellow Brick Road
28,Feb,2014,Altos de Chavón Amphitheatre,La Romana,Dominican Republic,Follow The Yellow Brick Road
12,Mar,2014,Ford Arena,Beaumont,United States of America,Follow The Yellow Brick Road
13,Mar,2014,American Airlines Center,Dallas,United States of America,Follow The Yellow Brick Road
15,Mar,2014,Birmingham-Jefferson Convention Center,Birmingham,United States of America,Follow The Yellow Brick Road
16,Mar,2014,Pensacola Bay Center,Pensacola,United States of America,Follow The Yellow Brick Road
19,Mar,2014,BancorpSouth Arena,Tupelo,United States of America,Follow The Yellow Brick Road
21,Mar,2014,New Orleans Arena,New Orleans,United States of America,Follow The Yellow Brick Road
22,Mar,2014,CenturyLink Center,Bossier City,United States of America,Follow The Yellow Brick Road
29,Mar,2014,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
30,Mar,2014,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
1,Apr,2014,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
3,Apr,2014,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
5,Apr,2014,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
6,Apr,2014,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
9,Apr,2014,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
10,Apr,2014,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
16,Apr,2014,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
18,Apr,2014,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
19,Apr,2014,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
22,Apr,2014,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
23,Apr,2014,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
25,Apr,2014,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
26,Apr,2014,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
11,Jun,2014,Charleston Civic Center,Charleston,United States of America,Follow The Yellow Brick Road
12,Jun,2014,Farm Bureau Live,Virginia Beach,United States of America,Follow The Yellow Brick Road
14,Jun,2014,PNC Music Pavilion,Charlotte,United States of America,Follow The Yellow Brick Road
15,Jun,2014,Great Stage Park,Manchester,United States of America,Follow The Yellow Brick Road
21,Jun,2014,Sports Village Stadium,Leigh,United Kingdom,Follow The Yellow Brick Road
22,Jun,2014,AFG Arena,St. Gallen,Switzerland,Follow The Yellow Brick Road
24,Jun,2014,Capital FM Arena,Nottingham,United Kingdom,Follow The Yellow Brick Road
28,Jun,2014,Stoke Park Country Club,Buckinghamshire,United Kingdom,2014 Solo
29,Jun,2014,Weston Homes Community Stadium,Colchester,United Kingdom,Follow The Yellow Brick Road
2,Jul,2014,Metro Radio Arena,Newcastle,United Kingdom,Follow The Yellow Brick Road
4,Jul,2014,Cap Roig,Calella de Palafrugell,Spain,Follow The Yellow Brick Road
5,Jul,2014,Skovdalen,Aalborg,Denmark,Follow The Yellow Brick Road
6,Jul,2014,Gerry Weber Stadion,Halle,Germany,Follow The Yellow Brick Road
10,Jul,2014,Domplatz,Fulda,Germany,Follow The Yellow Brick Road
11,Jul,2014,Theaterplatz,Dresden,Germany,Follow The Yellow Brick Road
12,Jul,2014,Sparkassen-Arena,Kiel,Germany,Follow The Yellow Brick Road
16,Jul,2014,Theatre Romain Fourviere,Lyon,France,Follow The Yellow Brick Road
18,Jul,2014,Vieilles Charrues Festival,Carhaix,France,Follow The Yellow Brick Road
19,Jul,2014,Zollhafen Nordmole,Mainz,Germany,Follow The Yellow Brick Road
20,Jul,2014,Warsteiner HockeyPark,Mönchengladbach,Germany,Follow The Yellow Brick Road
22,Jul,2014,Schloss Thurn und Taxis,Regensburg,Germany,Follow The Yellow Brick Road
23,Jul,2014,Marktplatz,Lörrach,Germany,Follow The Yellow Brick Road
26,Jul,2014,Salle des Étoiles,Monte Carlo,Monaco,Follow The Yellow Brick Road
13,Sep,2014,Rogers Arena,Vancouver,Canada,All The Hits Tour
14,Sep,2014,Rogers Arena,Vancouver,Canada,All The Hits Tour
17,Sep,2014,Spokane Arena,Spokane,United States of America,All The Hits Tour
19,Sep,2014,Maverik Center,West Valley City,United States of America,All The Hits Tour
20,Sep,2014,Pepsi Center,Denver,United States of America,All The Hits Tour
25,Sep,2014,Moda Center,Portland,United States of America,All The Hits Tour
27,Sep,2014,KeyArena,Seattle,United States of America,All The Hits Tour
1,Oct,2014,Sleep Train Arena,Sacramento,United States of America,All The Hits Tour
2,Oct,2014,SAP Center,San Jose,United States of America,All The Hits Tour
4,Oct,2014,STAPLES Center,Los Angeles,United States of America,All The Hits Tour
5,Oct,2014,STAPLES Center,Los Angeles,United States of America,All The Hits Tour
1,Nov,2014,Palacio de Deportes de la Comunidad,Madrid,Spain,All The Hits Tour
2,Nov,2014,BEC,Bilbao,Spain,All The Hits Tour
5,Nov,2014,Tauron Arena Kraków,Kraków,Poland,All The Hits Tour
6,Nov,2014,Minsk Arena,Minsk,Belarus,All The Hits Tour
9,Nov,2014,Ledovy Dvorets,Saint Petersburg,Russia,All The Hits Tour
10,Nov,2014,Hartwall Arena,Helsinki,Finland,All The Hits Tour
12,Nov,2014,Forum Copenhagen,Copenhagen,Denmark,All The Hits Tour
14,Nov,2014,Scandinavium,Gothenburg,Sweden,All The Hits Tour
15,Nov,2014,Spektrum,Oslo,Norway,All The Hits Tour
16,Nov,2014,Sørmarka Arena,Stavanger,Norway,All The Hits Tour
19,Nov,2014,Bercy,Paris,France,All The Hits Tour
20,Nov,2014,Park and Suites Arena,Montpellier,France,All The Hits Tour
22,Nov,2014,Zénith Arena,Lille,France,All The Hits Tour
24,Nov,2014,TUI Arena,Hannover,Germany,All The Hits Tour
27,Nov,2014,Olympiahalle,Munich,Germany,All The Hits Tour
29,Nov,2014,Arena Nürnberger Versicherung,Nuremberg,Germany,All The Hits Tour
30,Nov,2014,Schleyerhalle,Stuttgart,Germany,All The Hits Tour
3,Dec,2014,Hallenstadion,Zurich,Switzerland,All The Hits Tour
4,Dec,2014,Mediolanum Forum,Milan,Italy,All The Hits Tour
6,Dec,2014,Palau Sant Jordi,Barcelona,Spain,All The Hits Tour
9,Dec,2014,The O2,Dublin,Ireland,All The Hits Tour
31,Dec,2014,Barclays Center,Brooklyn,United States of America,All The Hits Tour
10,Jan,2015,Blaisdell Arena,Honolulu,United States of America,All The Hits Tour
16,Jan,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
17,Jan,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
19,Jan,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
20,Jan,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
23,Jan,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
24,Jan,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
27,Feb,2015,U.S. Bank Arena,Cincinnati,United States of America,All The Hits Tour
28,Feb,2015,Santander Arena,Reading,United States of America,All The Hits Tour
4,Mar,2015,Von Braun Center,Huntsville,United States of America,All The Hits Tour
6,Mar,2015,American Airlines Arena,Miami,United States of America,All The Hits Tour
7,Mar,2015,Amway Center,Orlando,United States of America,All The Hits Tour
10,Mar,2015,James Brown Arena,Augusta,United States of America,All The Hits Tour
11,Mar,2015,Crown Coliseum,Fayetteville,United States of America,All The Hits Tour
13,Mar,2015,Bon Secours Wellness Arena,Greenville,United States of America,All The Hits Tour
14,Mar,2015,Veterans Memorial Arena,Jacksonville,United States of America,All The Hits Tour
18,Mar,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
20,Mar,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
21,Mar,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
23,Mar,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
24,Mar,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
27,Mar,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
28,Mar,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
30,Mar,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
31,Mar,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
3,Apr,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
4,Apr,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
6,Apr,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
7,Apr,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
10,Apr,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
11,Apr,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
13,Apr,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
14,Apr,2015,Caesars Palace,Las Vegas,United States of America,Million Dollar Piano
1,May,2015,Cynthia Woods Mitchell Pavilion,Woodlands,United States of America,All The Hits Tour
2,May,2015,Jazz And Heritage Festival,New Orleans,United States of America,All The Hits Tour
3,May,2015,Moody Theater,Austin,United States of America,Andy Roddick Foundation Gala
31,May,2015,Kent Showgrounds,Detling,United Kingdom,All The Hits Tour
6,Jun,2015,Eirias Stadium,Colwyn Bay,United Kingdom,All The Hits Tour
